Time,"X, m","Y, m","Z, m","RMS, m",PDOP,TOffset,NumSat
3117.3,"2841118,3555","2283630,7382","5216855,8209","0,100000001490116","18,166","129609,211",5
3117.4,"2841112,2364","2283634,9114","5216859,7645","0,100000001490116","18,167","129612,710",5
3117.5,"2841108,1970","2283635,5629","5216860,8000","0,100000001490116","18,167","129611,701",5
3117.6,"2841104,9588","2283636,0974","5216861,1737","0,100000001490116","18,167","129609,583",5
3117.7,"2841100,4017","2283636,7323","5216860,3465","0,100000001490116","18,167","129607,421",5
3117.8,"2841093,3789","2283639,1027","5216863,4449","0,100000001490116","18,167","129609,377",5
3117.9,"2841092,5394","2283632,5445","5216856,7414","0,100000001490116","18,168","129598,010",5
3118.0,"2841088,1452","2283635,2783","5216859,5796","0,100000001490116","18,168","129599,536",5
3118.1,"2841086,0884","2283630,8893","5216856,3628","0,100000001490116","18,168","129592,005",5
3118.2,"2841082,6811","2283629,8830","5216854,7874","0,100000001490116","18,168","129588,083",5
3118.3,"2841077,4150","2283634,0638","5216859,0117","0,100000001490116","18,169","129591,671",5
3118.4,"2841070,9298","2283637,1418","5216860,6739","0,100000001490116","18,169","129592,992",5
3118.5,"2841067,8420","2283634,7437","5216860,1100","0,100000001490116","18,169","129588,705",5
3118.6,"2841061,1235","2283641,5981","5216866,2178","0,100000001490116","18,169","129595,421",5
3118.7,"2841057,2049","2283642,8211","5216867,3277","0,100000001490116","18,170","129594,910",5
3118.8,"2841052,6795","2283642,1868","5216867,6980","0,100000001490116","18,170","129592,567",5
3118.9,"2841051,4482","2283637,6598","5216862,8882","0,100000001490116","18,170","129583,619",5
3119.0,"2841042,9216","2283645,0665","5216868,6680","0,100000001490116","18,170","129591,262",5
3119.1,"2841037,7005","2283648,6584","5216873,3884","0,100000001490116","18,170","129594,712",5
3119.2,"2841033,0520","2283649,9175","5216872,1558","0,100000001490116","18,171","129592,529",5
3119.3,"2841029,2236","2283647,1948","5216871,7336","0,100000001490116","18,171","129588,336",5
3119.4,"2841021,8248","2283652,5699","5216876,5070","0,100000001490116","18,171","129593,515",5
3119.5,"2841019,8789","2283649,3819","5216872,3019","0,100000001490116","18,171","129585,892",5
3119.6,"2841011,6303","2283655,9281","5216878,0033","0,100000001490116","18,172","129592,509",5
3119.7,"2841004,1102","2283662,2498","5216884,3520","0,100000001490116","18,172","129599,361",5
3119.8,"2841003,9049","2283656,7526","5216878,5532","0,100000001490116","18,172","129588,588",5
3119.9,"2840996,5633","2283661,9038","5216883,5894","0,100000001490116","18,172","129593,844",5
3120.0,"2840988,2955","2283668,3355","5216887,8488","0,100000001490116","18,172","129599,923",5
3120.1,"2840982,5088","2283672,9261","5216891,9682","0,100000001490116","18,173","129603,969",5
3120.2,"2840976,5402","2283676,2557","5216896,0240","0,100000001490116","18,173","129606,854",5
3120.3,"2840969,0073","2283679,9674","5216900,8367","0,100000001490116","18,173","129610,949",5
3120.4,"2840965,3796","2283680,7373","5216900,6915","0,100000001490116","18,173","129609,499",5
3120.5,"2840959,1121","2283687,1288","5216907,8106","0,100000001490116","18,174","129616,394",5
3120.6,"2840955,7303","2283685,6542","5216906,2850","0,100000001490116","18,174","129612,137",5
3120.7,"2840953,3167","2283682,2683","5216902,7528","0,100000001490116","18,174","129605,041",5
3120.8,"2840942,0518","2283694,6948","5216914,2560","0,100000001490116","18,174","129620,060",5
3120.9,"2840933,7076","2283701,1151","5216921,1338","0,100000001490116","18,174","129627,287",5
3121.0,"2840934,6217","2283693,4735","5216915,0968","0,100000001490116","18,175","129614,995",5
3121.1,"2840929,5264","2283695,8487","5216916,4893","0,100000001490116","18,175","129615,498",5
3121.2,"2840923,8656","2283697,9700","5216918,3111","0,100000001490116","18,175","129616,222",5
3121.3,"2840921,9826","2283695,5012","5216916,2766","0,100000001490116","18,175","129610,809",5
3121.4,"2840914,8224","2283701,0933","5216920,4722","0,100000001490116","18,176","129615,678",5
3121.5,"2840907,8301","2283705,3643","5216924,4599","0,100000001490116","18,176","129619,493",5
3121.6,"2840904,9445","2283704,6117","5216923,1812","0,100000001490116","18,176","129615,497",5
3121.7,"2840903,4261","2283699,6278","5216919,2390","0,100000001490116","18,176","129606,641",5
3121.8,"2840899,4967","2283699,7300","5216919,9116","0,100000001490116","18,176","129605,390",5
3121.9,"2840896,1502","2283698,6283","5216917,6658","0,100000001490116","18,177","129600,757",5
3122.0,"2840889,8730","2283703,4698","5216923,2399","0,100000001490116","18,177","129605,878",5
3122.1,"2840883,8777","2283706,2760","5216925,5234","0,100000001490116","18,177","129607,175",5
3122.2,"2840875,9212","2283713,0289","5216931,7840","0,100000001490116","18,177","129614,183",5
3122.3,"2840867,5534","2283721,0517","5216938,2807","0,100000001490116","18,178","129622,534",5
3122.4,"2840863,8600","2283719,4457","5216936,7748","0,100000001490116","18,178","129618,241",5
3122.5,"2840858,4372","2283720,5568","5216937,2891","0,100000001490116","18,178","129617,725",5
3122.6,"2840852,1217","2283724,7805","5216941,8144","0,100000001490116","18,178","129621,411",5
3122.7,"2840847,5456","2283724,6901","5216941,8448","0,100000001490116","18,178","129619,204",5
3122.8,"2840846,7533","2283718,8373","5216936,8317","0,100000001490116","18,179","129609,108",5
3122.9,"2840836,8675","2283728,7303","5216946,1323","0,100000001490116","18,179","129620,838",5
3123.0,"2840836,1678","2283723,4545","5216939,1500","0,100000001490116","18,179","129609,667",5
3123.1,"2840834,7897","2283721,4076","5216937,8079","0,100000001490116","18,179","129604,731",5
3123.2,"2840831,9771","2283720,5008","5216936,6544","0,100000001490116","18,180","129600,567",5
3123.3,"2840827,6124","2283721,9351","5216937,0728","0,100000001490116","18,180","129599,693",5
3123.4,"2840824,8070","2283719,6420","5216936,1122","0,100000001490116","18,180","129595,086",5
3123.5,"2840816,5710","2283727,7318","5216942,7134","0,100000001490116","18,180","129602,899",5
3123.7,"2840807,9538","2283729,1081","5216943,8829","0,100000001490116","18,181","129599,981",5
3123.8,"2840799,9456","2283737,5461","5216951,1604","0,100000001490116","18,181","129609,088",5
3123.9,"2840794,7640","2283738,9627","5216952,9159","0,100000001490116","18,181","129609,250",5
3127.9,"2840564,7568","2283887,1298","5217061,8569","0,100000001490116","18,190","129700,313",5
3128.0,"2840562,0109","2283886,7372","5217060,8282","0,100000001490116","18,190","129697,044",5
3128.1,"2840559,3249","2283883,2268","5217057,5189","0,100000001490116","18,191","129689,996",5
3128.2,"2840559,0239","2283872,6980","5217049,3697","0,100000001490116","18,191","129674,397",5
3128.3,"2840557,9576","2283866,6160","5217044,0652","0,100000001490116","18,191","129664,122",5
3128.4,"2840556,2609","2283861,9794","5217040,6870","0,100000001490116","18,191","129656,050",5
3128.5,"2840555,8482","2283855,7045","5217033,5317","0,100000001490116","18,192","129643,902",5
3128.6,"2840551,7407","2283857,3099","5217035,1348","0,100000001490116","18,192","129643,728",5
3128.7,"2840548,4276","2283857,2066","5217034,5411","0,100000001490116","18,192","129640,789",5
3128.8,"2840546,1945","2283853,1888","5217030,5887","0,100000001490116","18,192","129633,082",5
3128.9,"2840540,9581","2283855,8283","5217031,6232","0,100000001490116","18,192","129633,365",5
3129.0,"2840530,9249","2283865,9621","5217040,7789","0,100000001490116","18,193","129645,276",5
3129.1,"2840528,3434","2283864,2103","5217037,1146","0,100000001490116","18,193","129639,213",5
3129.2,"2840520,0056","2283872,9216","5217045,4769","0,100000001490116","18,193","129648,845",5
3129.3,"2840513,8004","2283876,7436","5217049,9044","0,100000001490116","18,193","129652,453",5
3129.4,"2840508,0191","2283879,4960","5217053,2461","0,100000001490116","18,194","129654,341",5
3129.5,"2840502,8497","2283882,8049","5217054,5697","0,100000001490116","18,194","129655,464",5
3129.6,"2840503,8127","2283874,1865","5217046,9020","0,100000001490116","18,194","129641,280",5
3129.7,"2840495,4397","2283882,2442","5217053,4781","0,100000001490116","18,194","129649,858",5
3129.8,"2840483,9432","2283894,2083","5217063,5237","0,100000001490116","18,194","129663,980",5
3129.9,"2840481,8263","2283892,3341","5217062,7661","0,100000001490116","18,195","129659,240",5
3130.0,"2840477,1032","2283896,1900","5217066,9518","0,100000001490116","18,195","129662,297",5
3130.1,"2840472,0555","2283898,4081","5217067,1852","0,100000001490116","18,195","129661,872",5
3130.2,"2840464,3856","2283901,7576","5217071,5851","0,100000001490116","18,195","129666,039",5
3130.3,"2840462,4334","2283898,0624","5217067,4797","0,100000001490116","18,196","129658,123",5
3130.4,"2840455,6163","2283902,9076","5217073,3718","0,100000001490116","18,196","129663,486",5
3130.5,"2840449,1046","2283909,2952","5217079,4224","0,100000001490116","18,196","129669,604",5
3130.6,"2840440,9810","2283919,3583","5217087,8525","0,100000001490116","18,196","129680,136",5
3130.7,"2840433,7156","2283923,7713","5217091,2675","0,100000001490116","18,196","129683,764",5
3130.8,"2840429,5638","2283922,3685","5217090,1281","0,100000001490116","18,197","129680,126",5
3130.9,"2840427,5088","2283919,5143","5217086,9514","0,100000001490116","18,197","129673,182",5
3131.0,"2840420,1904","2283924,2675","5217090,2065","0,100000001490116","18,197","129677,006",5
3131.1,"2840416,8743","2283924,9333","5217089,7845","0,100000001490116","18,197","129674,755",5
3131.2,"2840409,7093","2283929,6420","5217093,7063","0,100000001490116","18,198","129679,230",5
3131.3,"2840406,3306","2283928,8951","5217092,3369","0,100000001490116","18,198","129675,334",5
3131.4,"2840403,3418","2283926,8512","5217089,5617","0,100000001490116","18,198","129669,429",5
3131.5,"2840395,4552","2283933,7756","5217095,4031","0,100000001490116","18,198","129676,418",5
3131.6,"2840389,0109","2283938,3637","5217100,0212","0,100000001490116","18,199","129680,933",5
3131.7,"2840384,7729","2283941,3157","5217101,3749","0,100000001490116","18,199","129681,367",5
3131.8,"2840377,9850","2283946,7564","5217104,5453","0,100000001490116","18,199","129685,544",5
3131.9,"2840376,0564","2283944,3530","5217102,0948","0,100000001490116","18,199","129679,180",5
3132.0,"2840370,8936","2283948,5182","5217104,5382","0,100000001490116","18,199","129681,500",5
3132.1,"2840371,8285","2283943,0893","5217095,6755","0,100000001490116","18,200","129668,619",5
3132.2,"2840368,7372","2283941,7321","5217092,5194","0,100000001490116","18,200","129663,148",5
3132.3,"2840364,3958","2283943,5871","5217094,3056","0,100000001490116","18,200","129663,337",5
3132.4,"2840356,0644","2283950,7267","5217101,1341","0,100000001490116","18,200","129671,329",5
3132.5,"2840352,3235","2283950,4773","5217100,9026","0,100000001490116","18,201","129668,263",5
3132.6,"2840342,8562","2283959,5552","5217108,1482","0,100000001490116","18,201","129678,080",5
3132.7,"2840342,6949","2283955,9096","5217103,1265","0,100000001490116","18,201","129668,660",5
3132.8,"2840339,9605","2283954,7042","5217103,7721","0,100000001490116","18,201","129665,384",5
3132.9,"2840336,1256","2283955,1175","5217104,8610","0,100000001490116","18,202","129664,176",5
3133.0,"2840335,9505","2283948,8946","5217099,2267","0,100000001490116","18,202","129652,888",5
3133.1,"2840328,0181","2283955,1807","5217101,8401","0,100000001490116","18,202","129657,688",5
3133.2,"2840321,7750","2283958,9409","5217105,9392","0,100000001490116","18,202","129660,992",5
3133.3,"2840318,3736","2283959,7511","5217105,4509","0,100000001490116","18,203","129658,613",5
3133.4,"2840313,2173","2283962,0859","5217107,3995","0,100000001490116","18,203","129659,119",5
3133.5,"2840311,1263","2283959,7274","5217105,7085","0,100000001490116","18,203","129653,857",5
3133.6,"2840304,8991","2283963,8675","5217109,2181","0,100000001490116","18,203","129657,133",5
3133.7,"2840304,2753","2283959,7359","5217105,3494","0,100000001490116","18,203","129648,320",5
3134.0,"2840287,7295","2283970,1151","5217111,3743","0,100000001490116","18,204","129653,062",5
3134.1,"2840278,9477","2283979,4177","5217119,7052","0,100000001490116","18,204","129663,657",5
3134.2,"2840276,2337","2283977,3795","5217117,4672","0,100000001490116","18,205","129658,502",5
3134.3,"2840267,0498","2283989,3869","5217127,1922","0,100000001490116","18,205","129671,289",5
3134.4,"2840265,5588","2283986,7431","5217124,4498","0,100000001490116","18,205","129665,045",5
3134.5,"2840261,0959","2283989,0387","5217125,0223","0,100000001490116","18,205","129664,644",5
3134.8,"2840241,7728","2284000,5218","5217134,5211","0,100000001490116","18,206","129673,177",5
3134.9,"2840236,0233","2284004,0125","5217138,9660","0,100000001490116","18,206","129676,360",5
3135.0,"2840229,3140","2284008,9132","5217144,4457","0,100000001490116","18,206","129681,443",5
3135.1,"2840227,0637","2284007,3563","5217141,8907","0,100000001490116","18,207","129676,013",5
3135.2,"2840219,3952","2284012,9274","5217145,3235","0,100000001490116","18,207","129680,559",5
3135.3,"2840216,1729","2284012,7193","5217144,3300","0,100000001490116","18,207","129677,220",5
3135.4,"2840213,5303","2284012,5710","5217143,4025","0,100000001490116","18,207","129673,674",5
3135.5,"2840203,3393","2284023,0226","5217151,9455","0,100000001490116","18,208","129685,053",5
3135.6,"2840195,5928","2284029,7087","5217156,3683","0,100000001490116","18,208","129690,842",5
3135.7,"2840190,4386","2284031,2787","5217157,7537","0,100000001490116","18,208","129690,684",5
3135.8,"2840181,2148","2284039,0797","5217164,9348","0,100000001490116","18,208","129699,501",5
3135.9,"2840182,1727","2284034,7166","5217160,0194","0,100000001490116","18,208","129689,784",5
3136.0,"2840174,3418","2284042,2004","5217167,0087","0,100000001490116","18,209","129697,701",5
3136.1,"2840167,0902","2284048,3041","5217171,7137","0,100000001490116","18,209","129703,006",5
3136.2,"2840158,0583","2284055,0612","5217177,8004","0,100000001490116","18,209","129710,523",5
3136.3,"2840155,1299","2284055,0280","5217176,2044","0,100000001490116","18,209","129706,905",5
3136.4,"2840150,0702","2284055,1603","5217174,9953","0,100000001490116","18,210","129704,506",5
3136.6,"2840145,7092","2284052,3585","5217169,9517","0,100000001490116","18,210","129693,401",5
3136.7,"2840140,9375","2284056,5324","5217173,4457","0,100000001490116","18,210","129696,519",5
3136.8,"2840131,8176","2284063,6392","5217180,5773","0,100000001490116","18,210","129704,851",5
3136.9,"2840131,6590","2284057,8940","5217175,3180","0,100000001490116","18,211","129694,605",5
3137.0,"2840124,8657","2284064,2428","5217179,2050","0,100000001490116","18,211","129699,566",5
3137.1,"2840120,9553","2284068,0403","5217181,3707","0,100000001490116","18,211","129700,855",5
3137.2,"2840116,5467","2284070,8603","5217182,8512","0,100000001490116","18,211","129701,294",5
3137.3,"2840111,4686","2284073,8287","5217185,1172","0,100000001490116","18,212","129702,639",5
3137.4,"2840108,9720","2284072,4895","5217184,0450","0,100000001490116","18,212","129698,013",5
3137.6,"2840099,4489","2284075,1997","5217183,9686","0,100000001490116","18,212","129695,075",5
3137.7,"2840096,5146","2284073,6344","5217182,2615","0,100000001490116","18,213","129690,167",5
3137.8,"2840088,2925","2284082,4648","5217188,9574","0,100000001490116","18,213","129698,693",5
3137.9,"2840084,2434","2284084,4023","5217190,1435","0,100000001490116","18,213","129698,197",5
3138.0,"2840080,8911","2284084,0081","5217189,8714","0,100000001490116","18,213","129695,484",5
3138.1,"2840074,9192","2284086,8267","5217193,3813","0,100000001490116","18,214","129697,868",5
3138.2,"2840071,3212","2284087,2008","5217192,6507","0,100000001490116","18,214","129695,166",5
3138.3,"2840065,1719","2284090,6339","5217194,4320","0,100000001490116","18,214","129697,226",5
3138.4,"2840060,5125","2284093,8750","5217195,6337","0,100000001490116","18,214","129697,925",5
3138.5,"2840053,4804","2284100,9752","5217201,4663","0,100000001490116","18,214","129704,542",5
3138.6,"2840043,5350","2284110,9822","5217211,5435","0,100000001490116","18,215","129717,203",5
3138.7,"2840040,6925","2284108,7736","5217208,6454","0,100000001490116","18,215","129711,672",5
3138.8,"2840037,3296","2284108,1424","5217207,3664","0,100000001490116","18,215","129707,863",5
3138.9,"2840031,3104","2284115,1578","5217212,5694","0,100000001490116","18,215","129714,041",5
3139.0,"2840026,4733","2284116,2243","5217214,2793","0,100000001490116","18,216","129713,698",5
3139.1,"2840022,4366","2284117,5729","5217214,5078","0,100000001490116","18,216","129712,189",5
3139.2,"2840017,1206","2284121,6096","5217217,6288","0,100000001490116","18,216","129714,762",5
3139.3,"2840015,8475","2284118,5942","5217214,6195","0,100000001490116","18,216","129708,041",5
3139.4,"2840009,5226","2284121,5970","5217216,8395","0,100000001490116","18,217","129709,706",5
3139.5,"2840001,5968","2284126,7065","5217222,5114","0,100000001490116","18,217","129715,398",5
3139.6,"2840000,9016","2284123,5063","5217219,1142","0,100000001490116","18,217","129707,751",5
3139.7,"2839997,3234","2284123,8055","5217218,5729","0,100000001490116","18,217","129705,412",5
3139.8,"2839990,6094","2284130,2568","5217221,6657","0,100000001490116","18,217","129710,114",5
3140.4,"2839956,4757","2284145,4058","5217233,6675","0,100000001490116","18,219","129716,313",5
3140.5,"2839952,0851","2284148,8729","5217235,4009","0,100000001490116","18,219","129717,723",5
3140.6,"2839940,9052","2284161,2948","5217247,5170","0,100000001490116","18,219","129733,600",5
3140.7,"2839939,3609","2284161,7286","5217246,0200","0,100000001490116","18,220","129729,722",5
3140.8,"2839938,3431","2284155,9982","5217240,7002","0,100000001490116","18,220","129719,543",5
3140.9,"2839931,6879","2284161,8864","5217243,8847","0,100000001490116","18,220","129723,773",5
3141.0,"2839925,7888","2284163,7807","5217246,4136","0,100000001490116","18,220","129725,068",5
3141.1,"2839919,4043","2284169,2329","5217251,6882","0,100000001490116","18,220","129730,446",5
3141.2,"2839912,8670","2284172,8753","5217253,8703","0,100000001490116","18,221","129732,531",5
3141.3,"2839903,9774","2284176,9766","5217257,4820","0,100000001490116","18,221","129736,928",5
3141.4,"2839902,0717","2284176,0973","5217255,9373","0,100000001490116","18,221","129732,236",5
3141.5,"2839893,9178","2284183,2692","5217261,5545","0,100000001490116","18,221","129739,457",5
3141.6,"2839889,3415","2284184,6416","5217264,8519","0,100000001490116","18,222","129740,364",5
3141.7,"2839882,9891","2284189,4241","5217269,4214","0,100000001490116","18,222","129744,782",5
3141.8,"2839873,2930","2284198,3274","5217277,5415","0,100000001490116","18,222","129754,732",5
3141.9,"2839871,3406","2284197,0812","5217274,0127","0,100000001490116","18,222","129748,632",5
3142.0,"2839866,0741","2284201,4748","5217275,8752","0,100000001490116","18,222","129750,686",5
3142.1,"2839860,5792","2284202,6850","5217275,9248","0,100000001490116","18,223","129749,966",5
3142.2,"2839854,1402","2284207,8078","5217279,3698","0,100000001490116","18,223","129753,793",5
3142.3,"2839850,8001","2284208,0810","5217279,7455","0,100000001490116","18,223","129751,954",5
3142.4,"2839849,4888","2284206,0637","5217278,5997","0,100000001490116","18,223","129746,663",5
3142.5,"2839846,1714","2284207,7541","5217276,9565","0,100000001490116","18,224","129744,305",5
3142.6,"2839842,7697","2284207,8426","5217276,2487","0,100000001490116","18,224","129741,515",5
3142.7,"2839840,4587","2284206,0605","5217274,5402","0,100000001490116","18,224","129736,134",5
3142.8,"2839836,6608","2284206,5697","5217273,4739","0,100000001490116","18,224","129733,418",5
3142.9,"2839832,8546","2284207,3670","5217273,1304","0,100000001490116","18,225","129731,482",5
3143.0,"2839828,3345","2284206,3557","5217272,6678","0,100000001490116","18,225","129728,301",5
3143.1,"2839824,0503","2284205,4673","5217272,0225","0,100000001490116","18,225","129725,163",5
3143.2,"2839817,4138","2284212,8386","5217275,7283","0,100000001490116","18,225","129731,034",5
3143.3,"2839808,3247","2284222,8548","5217284,3367","0,100000001490116","18,226","129742,195",5
3143.4,"2839800,1487","2284228,6067","5217291,2619","0,100000001490116","18,226","129749,023",5
3143.5,"2839801,1272","2284222,3266","5217286,2068","0,100000001490116","18,226","129738,214",5
3143.6,"2839792,3156","2284230,3976","5217291,4351","0,100000001490116","18,226","129745,878",5
3143.7,"2839786,3086","2284233,5890","5217293,2237","0,100000001490116","18,226","129747,119",5
3143.8,"2839781,2684","2284237,4869","5217294,7175","0,100000001490116","18,227","129748,873",5
3143.9,"2839775,5333","2284241,0227","5217298,8321","0,100000001490116","18,227","129751,862",5
3144.0,"2839774,5950","2284238,0364","5217295,8558","0,100000001490116","18,227","129744,849",5
3144.1,"2839771,2673","2284237,9928","5217294,4193","0,100000001490116","18,227","129741,469",5
3144.2,"2839769,4939","2284236,5811","5217291,9683","0,100000001490116","18,228","129736,259",5
3144.3,"2839761,5391","2284241,5218","5217295,9153","0,100000001490116","18,228","129741,188",5
3144.4,"2839755,8701","2284245,8350","5217299,5178","0,100000001490116","18,228","129744,257",5
3144.5,"2839752,9369","2284245,8594","5217298,6617","0,100000001490116","18,228","129741,084",5
3144.6,"2839745,2392","2284251,7158","5217304,5618","0,100000001490116","18,229","129747,487",5
3144.7,"2839738,3766","2284256,6756","5217306,8439","0,100000001490116","18,229","129750,841",5
3144.8,"2839733,8401","2284256,6365","5217307,3170","0,100000001490116","18,229","129749,060",5
3144.9,"2839726,5833","2284263,2868","5217310,6812","0,100000001490116","18,229","129754,292",5
3145.0,"2839717,3904","2284271,6517","5217318,7225","0,100000001490116","18,229","129764,448",5
3145.1,"2839714,6345","2284270,0647","5217318,4724","0,100000001490116","18,230","129760,490",5
3145.2,"2839709,8714","2284272,9201","5217321,1435","0,100000001490116","18,230","129761,749",5
3145.3,"2839699,7580","2284283,9704","5217329,8864","0,100000001490116","18,230","129774,252",5
3145.4,"2839694,4870","2284283,4743","5217328,5365","0,100000001490116","18,230","129771,427",5
3145.5,"2839686,4066","2284290,9819","5217335,1921","0,100000001490116","18,231","129779,263",5
3145.6,"2839679,3676","2284297,2142","5217339,9571","0,100000001490116","18,231","129784,958",5
3145.7,"2839679,4652","2284289,5087","5217332,9734","0,100000001490116","18,231","129771,729",5
3145.8,"2839668,1733","2284301,2608","5217343,6289","0,100000001490116","18,231","129785,911",5
3145.9,"2839669,8288","2284291,1920","5217335,6758","0,100000001490116","18,232","129770,663",5
3146.0,"2839669,0558","2284286,4606","5217331,7715","0,100000001490116","18,232","129762,026",5
3146.1,"2839666,0021","2284286,2917","5217330,5138","0,100000001490116","18,232","129758,472",5
3146.2,"2839656,3173","2284297,7287","5217338,6475","0,100000001490116","18,232","129770,235",5
3146.3,"2839651,3127","2284298,0741","5217337,2559","0,100000001490116","18,233","129767,576",5
3146.4,"2839645,6628","2284302,5719","5217339,2618","0,100000001490116","18,233","129769,921",5
3146.5,"2839640,6483","2284307,8019","5217343,1669","0,100000001490116","18,233","129773,886",5
3146.6,"2839637,5493","2284307,7209","5217342,7365","0,100000001490116","18,233","129770,982",5
3146.7,"2839628,9164","2284313,5224","5217348,1024","0,100000001490116","18,233","129777,455",5
3146.8,"2839626,3795","2284313,4670","5217347,1082","0,100000001490116","18,234","129774,196",5
3146.9,"2839624,7453","2284311,8267","5217344,9663","0,100000001490116","18,234","129769,009",5
3147.0,"2839620,3213","2284313,6958","5217345,9625","0,100000001490116","18,234","129768,945",5
3147.1,"2839614,7771","2284316,4872","5217348,4970","0,100000001490116","18,234","129770,694",5
3147.2,"2839608,1388","2284323,3972","5217355,4963","0,100000001490116","18,235","129778,376",5
3147.3,"2839601,9773","2284327,3863","5217358,8637","0,100000001490116","18,235","129781,282",5
3147.4,"2839600,9576","2284323,7625","5217355,2712","0,100000001490116","18,235","129773,535",5
3147.5,"2839591,1106","2284333,6078","5217364,4411","0,100000001490116","18,235","129784,995",5
3147.6,"2839591,5616","2284327,8291","5217359,1223","0,100000001490116","18,236","129774,272",5
3147.7,"2839587,2054","2284328,8083","5217359,4082","0,100000001490116","18,236","129773,105",5
3147.8,"2839580,1392","2284333,4779","5217362,9788","0,100000001490116","18,236","129776,975",5
3147.9,"2839574,5800","2284334,4993","5217362,8474","0,100000001490116","18,236","129775,685",5
3148.0,"2839564,8057","2284344,0375","5217370,1843","0,100000001490116","18,236","129786,009",5
3148.1,"2839557,1700","2284349,9578","5217375,9103","0,100000001490116","18,237","129792,536",5
3148.2,"2839551,6581","2284351,9670","5217377,2257","0,100000001490116","18,237","129792,866",5
3148.3,"2839547,3826","2284355,0349","5217378,5030","0,100000001490116","18,237","129793,212",5
3148.4,"2839547,2773","2284350,0166","5217373,6860","0,100000001490116","18,237","129783,560",5
3148.5,"2839538,4641","2284358,6659","5217381,3847","0,100000001490116","18,238","129793,447",5
3148.6,"2839529,3861","2284367,6839","5217389,5347","0,100000001490116","18,238","129803,697",5
3148.7,"2839522,6505","2284371,0349","5217392,8864","0,100000001490116","18,238","129806,377",5
3148.8,"2839516,3328","2284373,3634","5217395,9381","0,100000001490116","18,238","129808,187",5
3148.9,"2839515,6769","2284368,5018","5217391,5021","0,100000001490116","18,239","129798,954",5
3149.0,"2839511,1331","2284372,0224","5217392,5933","0,100000001490116","18,239","129799,729",5
3149.1,"2839508,2085","2284373,3235","5217394,3933","0,100000001490116","18,239","129798,925",5
3149.2,"2839503,1127","2284374,7254","5217395,8394","0,100000001490116","18,239","129799,058",5
3149.3,"2839497,8268","2284378,9748","5217399,2014","0,100000001490116","18,240","129801,960",5
3149.4,"2839494,5468","2284378,6847","5217398,2112","0,100000001490116","18,240","129798,869",5
3149.5,"2839486,6152","2284385,6780","5217403,6662","0,100000001490116","18,240","129805,754",5
3149.6,"2839482,1908","2284386,1553","5217405,0849","0,100000001490116","18,240","129804,925",5
3149.7,"2839476,7906","2284385,4613","5217404,3604","0,100000001490116","18,240","129802,129",5
3149.8,"2839471,4235","2284390,3754","5217408,5382","0,100000001490116","18,241","129805,817",5
3149.9,"2839468,2070","2284391,9440","5217408,1602","0,100000001490116","18,241","129804,040",5
3150.0,"2839466,5083","2284388,4554","5217405,4736","0,100000001490116","18,241","129797,319",5
3150.1,"2839461,4027","2284390,4950","5217406,0838","0,100000001490116","18,241","129797,158",5
3150.2,"2839460,3930","2284387,8278","5217402,2582","0,100000001490116","18,242","129789,664",5
3150.3,"2839450,4268","2284396,8848","5217410,8961","0,100000001490116","18,242","129800,566",5
3150.4,"2839446,8763","2284400,4403","5217411,7279","0,100000001490116","18,242","129800,863",5
3150.5,"2839444,8008","2284398,0834","5217410,6042","0,100000001490116","18,242","129796,020",5
3150.6,"2839435,5824","2284406,6931","5217418,0839","0,100000001490116","18,243","129805,293",5
3150.7,"2839425,5878","2284418,8257","5217428,6941","0,100000001490116","18,243","129818,935",5
3150.8,"2839417,0334","2284425,6435","5217433,9610","0,100000001490116","18,243","129825,771",5
3150.9,"2839417,5313","2284417,2141","5217426,2821","0,100000001490116","18,243","129811,711",5
3151.0,"2839413,7586","2284417,4402","5217424,7276","0,100000001490116","18,244","129808,656",5
3151.1,"2839407,4854","2284421,8620","5217427,5808","0,100000001490116","18,244","129811,774",5
3151.2,"2839406,5334","2284416,9197","5217424,4561","0,100000001490116","18,244","129803,491",5
3151.3,"2839400,7149","2284420,9830","5217427,3473","0,100000001490116","18,244","129806,221",5
3151.4,"2839395,1688","2284424,2019","5217429,2188","0,100000001490116","18,244","129807,910",5
3151.5,"2839389,6231","2284430,1069","5217433,5422","0,100000001490116","18,245","129812,772",5
3151.6,"2839384,1793","2284433,4165","5217436,8953","0,100000001490116","18,245","129815,225",5
3151.7,"2839378,3088","2284434,3099","5217437,3925","0,100000001490116","18,245","129814,339",5
3151.8,"2839377,3063","2284430,0971","5217433,8554","0,100000001490116","18,245","129805,862",5
3151.9,"2839371,3882","2284433,5869","5217436,5026","0,100000001490116","18,246","129808,096",5
3152.0,"2839363,7554","2284439,7173","5217444,0178","0,100000001490116","18,246","129815,811",5
3152.1,"2839357,4082","2284444,6699","5217446,3150","0,100000001490116","18,246","129818,542",5
3152.2,"2839353,0052","2284445,5551","5217446,8802","0,100000001490116","18,246","129817,513",5
3152.3,"2839345,9408","2284451,7705","5217450,8879","0,100000001490116","18,247","129822,631",5
3152.4,"2839344,0475","2284450,5720","5217449,5477","0,100000001490116","18,247","129817,838",5
3152.5,"2839335,6381","2284457,9705","5217456,5229","0,100000001490116","18,247","129826,033",5
3152.6,"2839332,2617","2284456,2303","5217453,2341","0,100000001490116","18,247","129820,668",5
